Iteration,Total Error,Output o1,Output o2
125,0.014162985433077863,0.17058448568173099,0.7696155398511637
126,0.014006286086632338,0.1697380622672694,0.7700367771619699
127,0.013852447941905361,0.16890261059883382,0.7704534942837932
128,0.013701400226729473,0.1680779128727736,0.7708657561852555
129,0.013553074357628129,0.1672637569599095,0.7712736266267355
130,0.013407403859132059,0.16645993622621122,0.7716771681877599
131,0.01326432428652161,0.16566624936000662,0.772076442293675
132,0.013123773151831828,0.1648825002054593,0.7724715092416184
133,0.012985689852965844,0.16410849760206267,0.7728624282258119
134,0.012850015605769781,0.1633440552299087,0.773249257362195
135,0.01271669337893035,0.16258899146050063,0.7736320537124193
136,0.012585667831563238,0.16184312921288893,0.7740108733072218
137,0.012456885253367286,0.1611062958149176,0.7743857711691933
138,0.012330293507225741,0.16037832286938,0.7747568013349632
139,0.012205841974141991,0.15965904612488876,0.7751240168768148
140,0.012083481500403014,0.15894830535127516,0.775487469923747
141,0.0119631643468687,0.15824594421933932,0.775847211682002
142,0.011844844140291043,0.1575518101847819,0.7762032924550694
143,0.011728475826571392,0.1568657543761539,0.7765557616631846
144,0.011614015625868676,0.15618763148666823,0.7769046678623375
145,0.011501420989476143,0.15551729966972377,0.7772500587627994
146,0.011390650558387802,0.15485462043799947,0.7775919812471896
147,0.011281664123479853,0.15419945856597975,0.7779304813880881
148,0.011174422587236062,0.1535516819957812,0.7782656044652108
149,0.011068887926949374,0.15291116174615396,0.7785973949821587
150,0.010965023159335481,0.1522777718245373,0.7789258966827531
151,0.0108627923064971,0.151651389142054,0.7792511525669671
152,0.010762160363180546,0.15103189343133183,0.7795732049064663
153,0.01066309326526921,0.15041916716704692,0.7798920952597701
154,0.010565557859461082,0.1498130954890867,0.7802078644870409
155,0.010469521874079863,0.1492135661282345,0.7805205527645154
156,0.01037495389097174,0.14862046933428252,0.7808301995985846
157,0.010281823318442063,0.14803369780648293,0.7811368438395351
158,0.010190100365188396,0.14745314662625125,0.7814405236949583
159,0.010099756015188385,0.14687871319203966,0.7817412767428378
160,0.010010762003502588,0.1463102971562993,0.7820391399443247
161,0.009923090792954876,0.14574780036445809,0.7823341496562073
162,0.009836715551653899,0.14519112679583804,0.7826263416430844
163,0.00975161013132155,0.14464018250644473,0.7829157510892514
164,0.009667749046395302,0.14409487557355916,0.7832024126103042
165,0.009585107453873214,0.14355511604206897,0.783486360264472
166,0.009503661133871683,0.14302081587247664,0.7837676275636822
167,0.00942338647086715,0.1424918888905242,0.7840462474843682
168,0.009344260435594644,0.14196825073837832,0.7843222524780249
169,0.009266260567576911,0.14144981882732005,0.784595674481519
170,0.009189364958259269,0.14093651229188645,0.7848665449271608
171,0.009113552234726246,0.14042825194541364,0.7851348947525437
172,0.009038801543977279,0.13992496023693193,0.7854007544101578
173,0.008965092537739562,0.13942656120936636,0.7856641538767825
174,0.00889240535779741,0.13893298045899805,0.7859251226626646
175,0.008820720621817787,0.13844414509614142,0.7861836898204883
176,0.008750019409653283,0.13795998370699758,0.7864398839541415
177,0.008680283250104165,0.13748042631664248,0.7866937332272825
178,0.008611494108121768,0.137005404353111,0.7869452653717155
179,0.008543634372436808,0.13653485061254092,0.7871945076955768
180,0.00847668684359645,0.13606869922534034,0.787441487091337
181,0.008410634722394632,0.13560688562334425,0.7876862300436271
182,0.008345461598681101,0.1351493465079268,0.7879287626368878
183,0.008281151440535059,0.1346960198190385,0.7881691105628499
184,0.008217688583789674,0.13424684470513631,0.7884072991278509
185,0.008155057721894884,0.13380176149397824,0.7886433532599881
186,0.008093243896105634,0.13336071166425284,0.7888772975161162
187,0.008032232485984028,0.13292363781801772,0.7891091560886909
188,0.007972009200203654,0.13249048365391905,0.7893389528124641
189,0.007912560067645399,0.1320611939411679,0.7895667111710318
190,0.007853871428773964,0.131635714494248,0.7897924543032421
191,0.007795929927285186,0.13121399214833196,0.790016205009464
192,0.007738722502014505,0.13079597473538307,0.7902379857577195
193,0.007682236379097051,0.13038161106092036,0.7904578186896871
194,0.007626459064370641,0.12997085088142596,0.7906757256265745
195,0.0075713783360130595,0.12956364488237468,0.7908917280748664
196,0.007516982237405325,0.1291599446568657,0.791105847231951
197,0.007463259070213094,0.1287597026848377,0.7913181039916266
198,0.007410197387678605,0.12836287231284885,0.7915285189494917
199,0.007357785988115806,0.12796940773440424,0.7917371124082216
200,0.007306013908601706,0.12757926397081373,0.791943904382735
201,0.00725487041885715,0.1271923968525634,0.7921489146052512
202,0.007204345015310577,0.12680876300118524,0.7923521625302431
203,0.0071544274153385245,0.12642831981160965,0.7925536673392857
204,0.007105107551676728,0.1260510254349852,0.7927534479458065
205,0.007056375566996399,0.125676838761953,0.7929515229997339
206,0.00700822180863962,0.1253057194063599,0.7931479108920546
207,0.006960636823509031,0.12493762768939887,0.793342629759273
208,0.006913611353106277,0.12457252462416274,0.7935356974877822
209,0.006867136328714451,0.12421037190059925,0.7937271317181448
210,0.006821202866719759,0.12385113187085522,0.7939169498492862
211,0.006775802264067726,0.1234947675349984,0.7941051690426038
212,0.0067309259938496515,0.12314124252710575,0.794291806225992
213,0.00668656570101489,0.12279052110170698,0.794476878097788
214,0.006642713198205082,0.12244256812057372,0.7946604011306354
215,0.006599360461706156,0.12209734903984311,0.7948423915752729
216,0.006556499627514413,0.12175482989746664,0.7950228654642466
217,0.006514122987513053,0.12141497730097499,0.7952018386155478
218,0.006472222985755493,0.12107775841554894,0.7953793266361796
219,0.006430792214852201,0.12074314095238828,0.7955553449256516
220,0.006389823412457612,0.12041109315736954,0.7957299086794077
221,0.006349309457854132,0.1200815837999849,0.795903032892184
222,0.006309243368629945,0.11975458216255311,0.7960747323613032
223,0.006269618297447969,0.1194300580296965,0.7962450216899026
224,0.0062304275289027595,0.11910798167807428,0.7964139152901011
225,0.006191664476462972,0.11878832386636709,0.7965814273861029
226,0.0061533226794964506,0.11847105582550391,0.7967475720172427
227,0.006115395800375558,0.11815614924912571,0.7969123630409701
228,0.006077877621660214,0.11784357628427898,0.7970758141357794
229,0.006040762043356219,0.11753330952233197,0.7972379388040804
230,0.006004043080246687,0.1172253219901088,0.7973987503750154
231,0.005967714859294227,0.11691958714123436,0.7975582620072231
232,0.005931771617111767,0.11661607884768416,0.7977164866915486
233,0.005896207697500058,0.1163147713915348,0.7978734372537032
234,0.0058610175490496795,0.11601563945690799,0.798029126356873
235,0.005826195722805685,0.11571865812210329,0.798183566504279
236,0.005791736869993138,0.11542380285191566,0.7983367700416882
237,0.005757635739801456,0.11513104949013073,0.7984887491598792
238,0.005723887177226125,0.11484037425219498,0.7986395158970603
239,0.005690486120965872,0.11455175371805477,0.7987890821412423
240,0.005657427601373754,0.1142651648251603,0.7989374596325689
241,0.005624706738460569,0.1139805848616302,0.7990846599656027
242,0.005592318739949077,0.11369799145957203,0.799230694591569
243,0.005560258899377525,0.11341736258855517,0.799375574820559
244,0.005528522594251099,0.11313867654923147,0.7995193118236908
245,0.0054971052842397936,0.11286191196709998,0.7996619166352342
246,0.005466002509421556,0.1125870477864124,0.7998034001546931
247,0.005435209888569266,0.11231406326421507,0.7999437731488516
248,0.005404723117480298,0.11204293796452394,0.8000830462537838
249,0.0053745379673476035,0.11177365175262982,0.8002212299768252
250,0.005344650283170881,0.11150618478952919,0.800358334698511
251,0.005315055982206998,0.11124051752647889,0.8004943706744766
252,0.005285751052458283,0.1109766306996701,0.800629348037327
253,0.005256731551197888,0.11071450532502015,0.8007632767984705
254,0.005227993603530934,0.11045412269307722,0.800896166849921
255,0.005199533400990623,0.11019546436403665,0.8010280279660678
256,0.0051713472001683,0.10993851216286553,0.801158869805413
257,0.005143431321376441,0.10968324817453236,0.8012887019122811
258,0.00511578214734385,0.10942965473934028,0.8014175337184946
259,0.005088396121941943,0.10917771444835986,0.8015453745450232
260,0.0050612697489414785,0.10892741013896019,0.8016722336036026
261,0.005034399590798748,0.10867872489043491,0.8017981199983255
262,0.0050077822674705645,0.10843164201972166,0.8019230427272039
263,0.0049814144552571505,0.10818614507721212,0.8020470106837063
264,0.004955292885672217,0.10794221784265018,0.8021700326582663
265,0.004929414344339564,0.10769984432111687,0.8022921173397649
266,0.004903775669915363,0.10745900873909933,0.8024132733169903
267,0.004878373753035582,0.10721969554064184,0.8025335090800679
268,0.004853205535287744,0.10698188938357703,0.8026528330218702
269,0.004828268008206504,0.1067455751358356,0.8027712534393997
270,0.004803558212292285,0.10651073787183173,0.8028887785351496
271,0.004779073236052534,0.10627736286892399,0.8030054164184407
272,0.004754810215064768,0.10604543560394769,0.8031211751067359
273,0.004730766331061109,0.10581494174981954,0.8032360625269328
274,0.004706938811033529,0.10558586717221055,0.8033500865166338
275,0.004683324926359383,0.1053581979262871,0.803463254825395
276,0.004659921991946695,0.10513192025351828,0.8035755751159552
277,0.004636727365398616,0.10490702057854696,0.8036870549654425
278,0.0046137384461966725,0.10468348550612472,0.8037977018665617
279,0.004590952674902201,0.10446130181810756,0.8039075232287634
280,0.004568367532375631,0.10424045647051236,0.8040165263793903
281,0.00454598053901303,0.10402093659063132,0.8041247185648082
282,0.004523789253999634,0.10380272947420466,0.8042321069515155
283,0.004501791274579695,0.10358582258264801,0.8043386986272366
284,0.004479984235342527,0.10337020354033576,0.8044445006019952
285,0.004458365807524143,0.10315586013193755,0.8045495198091718
286,0.004436933698324058,0.10294278029980618,0.8046537631065438
287,0.00441568565023711,0.10273095214141768,0.8047572372773069
288,0.004394619440399683,0.10252036390686076,0.8048599490310824
289,0.0043737328799500885,0.10231100399637477,0.8049619050049064
290,0.0043530238134027845,0.10210286095793594,0.8050631117642031
291,0.0043324901180359565,0.10189592348488952,0.8051635758037442
292,0.0043121297032923216,0.10169018041362797,0.8052633035485901
293,0.004291940510192666,0.1014856207213136,0.8053623013550187
294,0.0042719205107618645,0.10128223352364422,0.8054605755114375
295,0.00425206770746713,0.10108000807266207,0.8055581322392817
296,0.004232380132668144,0.10087893375460422,0.8056549776938986
297,0.004212855848078694,0.10067900008779285,0.8057511179654173
298,0.004193492944239771,0.10048019672056654,0.8058465590796047
299,0.004174289540003621,0.10028251342924978,0.805941306998708
300,0.0041552437820285915,0.10008594011616052,0.8060353676222851
301,0.004136353844284536,0.09989046680765536,0.8061287467880194
302,0.004117617927568444,0.09969608365221068,0.8062214502725246
303,0.004099034259030156,0.09950278091853992,0.8063134837921347
304,0.0040806010917078216,0.09931054899374547,0.8064048530036843
305,0.004062316704072943,0.09911937838150453,0.8064955635052732
306,0.004044179399584759,0.09892925970028872,0.8065856208370226
307,0.0040261875062537105,0.09874018368161597,0.806675030481818
308,0.004008339376213872,0.09855214116833481,0.80676379786604
309,0.003990633385304019,0.09836512311293961,0.8068519283602855
310,0.003973067932657232,0.09817912057591671,0.8069394272800766
311,0.00395564144029874,0.09799412472412004,0.8070262998865595
312,0.0039383523527519605,0.09781012682917695,0.8071125513871915
313,0.003921199136652358,0.09762711826592183,0.8071981869364193
314,0.003904180280369109,0.09744509051085853,0.8072832116363455
315,0.0038872942936342904,0.09726403514064998,0.8073676305373858
316,0.0038705397071794817,0.09708394383063498,0.8074514486389155
317,0.0038539150723795454,0.0969048083533712,0.8075346708899077
318,0.0038374189609035035,0.0967266205772042,0.8076173021895603
319,0.0038210499643722795,0.09654937246486166,0.8076993473879145
320,0.0038048066940231835,0.0963730560720724,0.8077808112864641
321,0.0037886877803810118,0.09619766354621002,0.8078616986387551
322,0.0037726918729355375,0.09602318712495968,0.8079420141509767
323,0.003756817639825329,0.09584961913500883,0.8080217624825443
324,0.00374106376752772,0.09567695199076043,0.8081009482466722
325,0.0037254289605547905,0.09550517819306863,0.8081795760109393
326,0.003709911941155238,0.0953342903279965,0.8082576502978458
327,0.0036945114490219678,0.09516428106559466,0.8083351755853622
328,0.0036792262410053882,0.09499514315870206,0.8084121563074694
329,0.0036640550908321173,0.09482686944176603,0.8084885968546917
330,0.0036489967888291303,0.09465945282968366,0.8085645015746218
331,0.0036340501416531642,0.0944928863166624,0.8086398747724379
332,0.003619213972025238,0.09432716297510006,0.8087147207114139
333,0.003604487118470262,0.09416227595448425,0.8087890436134214
334,0.0035898684350615232,0.09399821848030987,0.808862847659425
335,0.0035753567911700327,0.09383498385301543,0.8089361369899701
336,0.003560951071218574,0.09367256544693707,0.8090089157056648
337,0.0035466501744403586,0.09351095670927992,0.8090811878676528
338,0.003532453014642212,0.09335015115910705,0.8091529574980814
339,0.003518358519972173,0.0931901423863451,0.8092242285805621
340,0.0035043656326914333,0.09303092405080662,0.8092950050606248
341,0.0034904733089504716,0.09287248988122827,0.809365290846165
342,0.0034766805185693994,0.09271483367432568,0.8094350898078858
343,0.003462986244822277,0.09255794929386288,0.8095044057797322
344,0.0034493894842254724,0.09240183066973806,0.8095732425593207
345,0.0034358892463298863,0.09224647179708385,0.8096416039083619
346,0.00342248455351695,0.09209186673538214,0.8097094935530772
347,0.0034091744407984065,0.091938009607594,0.8097769151846106
348,0.003395957955619675,0.09178489459930296,0.8098438724594333
349,0.003382834157666838,0.09163251595787283,0.8099103689997447
350,0.0033698021186771257,0.09148086799161914,0.8099764083938646
351,0.003356860922252772,0.09132994506899332,0.8100419941966238
352,0.0033440096636782896,0.09117974161778085,0.8101071299297464
353,0.003331247449741001,0.0910302521243119,0.8101718190822285
354,0.0033185733985547678,0.09088147113268427,0.8102360651107099
355,0.00330598663938691,0.09073339324399946,0.8102998714398435
356,0.003293486312488204,0.09058601311561046,0.8103632414626563
357,0.0032810715689258626,0.09043932546038144,0.8104261785409088
358,0.0032687415704195683,0.09029332504595967,0.8104886860054459
359,0.0032564954891802864,0.09014800669405806,0.8105507671565467
360,0.003244332507752052,0.09000336527975013,0.8106124252642668
361,0.003232251818856432,0.08985939573077494,0.8106736635687773
362,0.0032202526252398,0.08971609302685384,0.8107344852806989
363,0.0032083341395232425,0.08957345219901741,0.8107948935814312
364,0.003196495584055082,0.08943146832894278,0.8108548916234785
365,0.003184736190766021,0.08929013654830183,0.8109144825307695
366,0.00317305520102675,0.08914945203811898,0.8109736693989749
367,0.0031614518655080364,0.08900941002813899,0.8110324552958191
368,0.003149925444043268,0.08887000579620483,0.8110908432613881
369,0.0031384752054933115,0.08873123466764467,0.8111488363084344
370,0.0031271004276137554,0.08859309201466876,0.8112064374226756
371,0.0031158003969243846,0.08845557325577515,0.8112636495630916
372,0.0031045744085809175,0.08831867385516463,0.8113204756622159
373,0.003093421766248908,0.08818238932216457,0.8113769186264246
374,0.0030823417819798474,0.08804671521066175,0.81143298133622
375,0.00307133377608931,0.08791164711854331,0.8114886666465118
376,0.003060397077037185,0.08777718068714635,0.8115439773868941
377,0.0030495310213099792,0.08764331160071628,0.8115989163619188
378,0.003038734953305033,0.0875100355858725,0.8116534863513654
379,0.0030280082252167294,0.08737734841108269,0.8117076901105074
380,0.003017350196924609,0.08724524588614477,0.811761530370375
381,0.0030067602358833418,0.08711372386167648,0.811815009838015
382,0.002996237717014569,0.086982778228613,0.8118681311967466
383,0.002985782022600498,0.08685240491771126,0.8119208971064142
384,0.002975392542179327,0.08672259989906252,0.8119733102036377
385,0.0029650686724423357,0.0865933591816111,0.8120253731020578
386,0.002954809817132754,0.08646467881268131,0.8120770883925799
387,0.0029446153869462336,0.0863365548775105,0.812128458643614
388,0.0029344847994330005,0.0862089834987893,0.8121794864013122
389,0.0029244174789015867,0.08608196083620846,0.8122301741898023
390,0.0029144128563241708,0.08595548308601252,0.8122805245114186
391,0.0029044703692434333,0.08582954648055967,0.8123305398469314
392,0.0028945894616809555,0.08570414728788825,0.8123802226557705
393,0.002884769584047101,0.08557928181128943,0.8124295753762489
394,0.0028750101930523483,0.08545494638888596,0.8124786004257822
395,0.002865310751620079,0.08533113739321713,0.8125273002011052
396,0.002855670728800768,0.08520785123082972,0.8125756770784859
397,0.0028460895996875336,0.08508508434187453,0.812623733413938
398,0.0028365668453331125,0.08496283319970935,0.8126714715434284
399,0.0028271019526680706,0.0848410943105066,0.812718893783085
400,0.0028176944144204007,0.08471986421286735,0.8127660024293987
401,0.0028083437290363803,0.0845991394774407,0.8128127997594259
402,0.002799049400602664,0.08447891670654804,0.812859288030987
403,0.0027898109387696672,0.08435919253381342,0.8129054694828621
404,0.0027806278586761167,0.08423996362379835,0.8129513463349849
405,0.0027714996808748137,0.08412122667164228,0.812996920788635
406,0.0027624259312595866,0.08400297840270797,0.8130421950266258
407,0.002753406140993337,0.08388521557223143,0.8130871712134926
408,0.0027444398464373096,0.08376793496497764,0.813131851495676
409,0.0027355265890813708,0.08365113339490006,0.8131762380017047
410,0.00272666591547545,0.08353480770480552,0.8132203328423754
411,0.002717857377162019,0.08341895476602361,0.8132641381109307
412,0.0027091005306096234,0.08330357147808047,0.8133076558832354
413,0.0027003949371474665,0.08318865476837736,0.8133508882179492
414,0.002691740162900987,0.08307420159187343,0.8133938371566984
415,0.0026831357787284243,0.08296020893077269,0.813436504724246
416,0.0026745813601584054,0.08284667379421598,0.8134788929286587
417,0.00266607648732845,0.08273359321797624,0.813521003761472
418,0.00265762074492443,0.08262096426415846,0.8135628391978544
419,0.0026492137221209907,0.08250878402090382,0.8136044011967679
420,0.0026408550125228197,0.0823970496020973,0.8136456917011289
421,0.0026325442141068756,0.08228575814707981,0.8136867126379645
422,0.0026242809291654626,0.08217490682036395,0.8137274659185696
423,0.0026160647642501675,0.08206449281135349,0.8137679534386595
424,0.002607895330116668,0.08195451333406692,0.8138081770785235
425,0.0025997722416703627,0.08184496562686451,0.8138481387031743
426,0.002591695117912814,0.08173584695217895,0.8138878401624969
427,0.0025836635818890243,0.08162715459624992,0.8139272832913956
428,0.0025756772606354665,0.08151888586886166,0.8139664699099389
429,0.0025677357851289356,0.08141103810308468,0.8140054018235032
430,0.0025598387902361313,0.0813036086550203,0.8140440808229144
431,0.002551985914664013,0.08119659490354893,0.814082508684588
432,0.0025441768009108836,0.08108999425008151,0.8141206871706682
433,0.0025364110952182184,0.0809838041183144,0.814158618029164
434,0.0025286884475231837,0.08087802195398724,0.8141963029940847
435,0.0025210085114118746,0.08077264522464417,0.8142337437855746
436,0.0025133709440732467,0.08066767141939814,0.8142709421100435
437,0.002505775406253714,0.08056309804869825,0.814307899660299
438,0.002498221562212416,0.08045892264410011,0.8143446181156753
439,0.002490709079677156,0.08035514275803926,0.8143810991421606
440,0.0024832376298009828,0.08025175596360759,0.8144173443925233
441,0.002475806887119369,0.0801487598543322,0.8144533555064374
442,0.002468416529508082,0.08004615204395796,0.8144891341106059
443,0.002461066238141612,0.07994393016623202,0.8145246818188819
444,0.002453755697452217,0.07984209187469149,0.814560000232391
445,0.0024464845950895823,0.07974063484245388,0.8145950909396482
446,0.002439252621881034,0.07963955676201002,0.8146299555166785
447,0.002432059471792362,0.07953885534502,0.8146645955271313
448,0.0024249048418891607,0.07943852832211105,0.8146990125223972
449,0.0024177884322987707,0.07933857344267872,0.8147332080417212
450,0.0024107099461727483,0.07923898847469016,0.8147671836123155
451,0.002403669089649842,0.07913977120448967,0.8148009407494716
452,0.0023966655718195774,0.07904091943660765,0.8148344809566699
453,0.0023896991046862617,0.07894243099357066,0.8148678057256891
454,0.0023827694031335837,0.07884430371571496,0.8149009165367135
455,0.0023758761848896646,0.07874653546100177,0.8149338148584407
456,0.0023690191704926256,0.07864912410483497,0.8149665021481859
457,0.0023621980832566497,0.0785520675398814,0.8149989798519864
458,0.002355412649238494,0.07845536367589286,0.8150312494047057
459,0.002348662597204503,0.07835901043953068,0.8150633122301344
460,0.0023419476585980667,0.0782630057741924,0.8150951697410911
461,0.002335267567507551,0.07816734763984062,0.815126823339523
462,0.002328622060634664,0.07807203401283394,0.8151582744166044
463,0.0023220108772632575,0.07797706288575972,0.8151895243528333
464,0.002315433759228595,0.07788243226726954,0.8152205745181296
465,0.002308890450887006,0.07778814018191595,0.8152514262719291
466,0.002302380699086001,0.07769418466999177,0.8152820809632791
467,0.002295904253134773,0.07760056378737112,0.8153125399309312
468,0.00228946086477511,0.07750727560535223,0.8153428045034339
469,0.0022830502881527248,0.07741431821050253,0.8153728759992241
470,0.002276672279788968,0.07732168970450541,0.8154027557267178
471,0.0022703265985529303,0.07722938820400882,0.8154324449843992
472,0.0022640130056339296,0.07713741184047576,0.8154619450609095
473,0.002257731264514376,0.0770457587600366,0.8154912572351344
474,0.002251481140943002,0.07695442712334302,0.8155203827762908
475,0.0022452624029084657,0.076863415105424,0.8155493229440128
476,0.0022390748206133136,0.07677272089554323,0.8155780789884359
477,0.002232918166448286,0.07668234269705848,0.8156066521502818
478,0.0022267922149669817,0.0765922787272824,0.8156350436609406
